title;Previsões para o PIB 2023 (em %)
subtit;Previsões feitas em Jan/2022   vs   previsões feitas em Abr/2022
dfont;FMI
vtype;rvalue
group;name
decimal;1
last_diff;0
;
blk_w;70
blk_dx;90,150,
blk_cor;1,2,
;
bar_val_fs;24
xaxis_fs;22
;
data;begin
x;y
Jan/22    Abr/22<br>Mundo;                 3.8
;                      3.6
Jan/22    Abr/22<br>Países Desenvolvidos;  2.6
;                      2.4
Jan/22    Abr/22<br>Países Emergentes;     4.7
;                      4.4
Jan/22    Abr/22<br>Brasil;                1.6
;                      1.4
