data,datafim,valor
18/05/2018,18/06/2018,0.3715
19/05/2018,19/06/2018,0.3715
20/05/2018,20/06/2018,0.3715
21/05/2018,21/06/2018,0.3715
22/05/2018,22/06/2018,0.3715
23/05/2018,23/06/2018,0.3715
24/05/2018,24/06/2018,0.3715
25/05/2018,25/06/2018,0.3715
26/05/2018,26/06/2018,0.3715
27/05/2018,27/06/2018,0.3715
28/05/2018,28/06/2018,0.3715
01/06/2018,01/07/2018,0.3715
02/06/2018,02/07/2018,0.3715
03/06/2018,03/07/2018,0.3715
04/06/2018,04/07/2018,0.3715
05/06/2018,05/07/2018,0.3715
06/06/2018,06/07/2018,0.3715
07/06/2018,07/07/2018,0.3715
08/06/2018,08/07/2018,0.3715
09/06/2018,09/07/2018,0.3715
10/06/2018,10/07/2018,0.3715
11/06/2018,11/07/2018,0.3715
12/06/2018,12/07/2018,0.3715
13/06/2018,13/07/2018,0.3715
14/06/2018,14/07/2018,0.3715
15/06/2018,15/07/2018,0.3715
16/06/2018,16/07/2018,0.3715
17/06/2018,17/07/2018,0.3715
18/06/2018,18/07/2018,0.3715
19/06/2018,19/07/2018,0.3715
20/06/2018,20/07/2018,0.3715
21/06/2018,21/07/2018,0.3715
22/06/2018,22/07/2018,0.3715
23/06/2018,23/07/2018,0.3715
24/06/2018,24/07/2018,0.3715
25/06/2018,25/07/2018,0.3715
26/06/2018,26/07/2018,0.3715
27/06/2018,27/07/2018,0.3715
28/06/2018,28/07/2018,0.3715
01/07/2018,01/08/2018,0.3715
02/07/2018,02/08/2018,0.3715
03/07/2018,03/08/2018,0.3715
04/07/2018,04/08/2018,0.3715
05/07/2018,05/08/2018,0.3715
06/07/2018,06/08/2018,0.3715
07/07/2018,07/08/2018,0.3715
08/07/2018,08/08/2018,0.3715
09/07/2018,09/08/2018,0.3715
10/07/2018,10/08/2018,0.3715
11/07/2018,11/08/2018,0.3715
12/07/2018,12/08/2018,0.3715
13/07/2018,13/08/2018,0.3715
14/07/2018,14/08/2018,0.3715
15/07/2018,15/08/2018,0.3715
16/07/2018,16/08/2018,0.3715
17/07/2018,17/08/2018,0.3715
18/07/2018,18/08/2018,0.3715
19/07/2018,19/08/2018,0.3715
20/07/2018,20/08/2018,0.3715
21/07/2018,21/08/2018,0.3715
22/07/2018,22/08/2018,0.3715
23/07/2018,23/08/2018,0.3715
24/07/2018,24/08/2018,0.3715
25/07/2018,25/08/2018,0.3715
26/07/2018,26/08/2018,0.3715
27/07/2018,27/08/2018,0.3715
28/07/2018,28/08/2018,0.3715
01/08/2018,01/09/2018,0.3715
02/08/2018,02/09/2018,0.3715
03/08/2018,03/09/2018,0.3715
04/08/2018,04/09/2018,0.3715
05/08/2018,05/09/2018,0.3715
06/08/2018,06/09/2018,0.3715
07/08/2018,07/09/2018,0.3715
08/08/2018,08/09/2018,0.3715
09/08/2018,09/09/2018,0.3715
10/08/2018,10/09/2018,0.3715
11/08/2018,11/09/2018,0.3715
12/08/2018,12/09/2018,0.3715
13/08/2018,13/09/2018,0.3715
14/08/2018,14/09/2018,0.3715
15/08/2018,15/09/2018,0.3715
16/08/2018,16/09/2018,0.3715
17/08/2018,17/09/2018,0.3715
18/08/2018,18/09/2018,0.3715
19/08/2018,19/09/2018,0.3715
20/08/2018,20/09/2018,0.3715
21/08/2018,21/09/2018,0.3715
22/08/2018,22/09/2018,0.3715
23/08/2018,23/09/2018,0.3715
24/08/2018,24/09/2018,0.3715
25/08/2018,25/09/2018,0.3715
26/08/2018,26/09/2018,0.3715
27/08/2018,27/09/2018,0.3715
28/08/2018,28/09/2018,0.3715
01/09/2018,01/10/2018,0.3715
02/09/2018,02/10/2018,0.3715
03/09/2018,03/10/2018,0.3715
04/09/2018,04/10/2018,0.3715
05/09/2018,05/10/2018,0.3715
06/09/2018,06/10/2018,0.3715
07/09/2018,07/10/2018,0.3715
08/09/2018,08/10/2018,0.3715
09/09/2018,09/10/2018,0.3715
10/09/2018,10/10/2018,0.3715
11/09/2018,11/10/2018,0.3715
12/09/2018,12/10/2018,0.3715
13/09/2018,13/10/2018,0.3715
14/09/2018,14/10/2018,0.3715
15/09/2018,15/10/2018,0.3715
16/09/2018,16/10/2018,0.3715
17/09/2018,17/10/2018,0.3715
18/09/2018,18/10/2018,0.3715
19/09/2018,19/10/2018,0.3715
20/09/2018,20/10/2018,0.3715
21/09/2018,21/10/2018,0.3715
22/09/2018,22/10/2018,0.3715
23/09/2018,23/10/2018,0.3715
24/09/2018,24/10/2018,0.3715
25/09/2018,25/10/2018,0.3715
26/09/2018,26/10/2018,0.3715
27/09/2018,27/10/2018,0.3715
28/09/2018,28/10/2018,0.3715
01/10/2018,01/11/2018,0.3715
02/10/2018,02/11/2018,0.3715
03/10/2018,03/11/2018,0.3715
04/10/2018,04/11/2018,0.3715
05/10/2018,05/11/2018,0.3715
06/10/2018,06/11/2018,0.3715
07/10/2018,07/11/2018,0.3715
08/10/2018,08/11/2018,0.3715
09/10/2018,09/11/2018,0.3715
10/10/2018,10/11/2018,0.3715
11/10/2018,11/11/2018,0.3715
12/10/2018,12/11/2018,0.3715
13/10/2018,13/11/2018,0.3715
14/10/2018,14/11/2018,0.3715
15/10/2018,15/11/2018,0.3715
16/10/2018,16/11/2018,0.3715
17/10/2018,17/11/2018,0.3715
18/10/2018,18/11/2018,0.3715
19/10/2018,19/11/2018,0.3715
20/10/2018,20/11/2018,0.3715
21/10/2018,21/11/2018,0.3715
22/10/2018,22/11/2018,0.3715
23/10/2018,23/11/2018,0.3715
24/10/2018,24/11/2018,0.3715
25/10/2018,25/11/2018,0.3715
26/10/2018,26/11/2018,0.3715
27/10/2018,27/11/2018,0.3715
28/10/2018,28/11/2018,0.3715
01/11/2018,01/12/2018,0.3715
02/11/2018,02/12/2018,0.3715
03/11/2018,03/12/2018,0.3715
04/11/2018,04/12/2018,0.3715
05/11/2018,05/12/2018,0.3715
06/11/2018,06/12/2018,0.3715
07/11/2018,07/12/2018,0.3715
08/11/2018,08/12/2018,0.3715
09/11/2018,09/12/2018,0.3715
10/11/2018,10/12/2018,0.3715
11/11/2018,11/12/2018,0.3715
12/11/2018,12/12/2018,0.3715
13/11/2018,13/12/2018,0.3715
14/11/2018,14/12/2018,0.3715
15/11/2018,15/12/2018,0.3715
16/11/2018,16/12/2018,0.3715
17/11/2018,17/12/2018,0.3715
18/11/2018,18/12/2018,0.3715
19/11/2018,19/12/2018,0.3715
20/11/2018,20/12/2018,0.3715
21/11/2018,21/12/2018,0.3715
22/11/2018,22/12/2018,0.3715
23/11/2018,23/12/2018,0.3715
24/11/2018,24/12/2018,0.3715
25/11/2018,25/12/2018,0.3715
26/11/2018,26/12/2018,0.3715
27/11/2018,27/12/2018,0.3715
28/11/2018,28/12/2018,0.3715
01/12/2018,01/01/2019,0.3715
02/12/2018,02/01/2019,0.3715
03/12/2018,03/01/2019,0.3715
04/12/2018,04/01/2019,0.3715
05/12/2018,05/01/2019,0.3715
06/12/2018,06/01/2019,0.3715
07/12/2018,07/01/2019,0.3715
08/12/2018,08/01/2019,0.3715
09/12/2018,09/01/2019,0.3715
10/12/2018,10/01/2019,0.3715
11/12/2018,11/01/2019,0.3715
12/12/2018,12/01/2019,0.3715
13/12/2018,13/01/2019,0.3715
14/12/2018,14/01/2019,0.3715
15/12/2018,15/01/2019,0.3715
16/12/2018,16/01/2019,0.3715
17/12/2018,17/01/2019,0.3715
18/12/2018,18/01/2019,0.3715
19/12/2018,19/01/2019,0.3715
20/12/2018,20/01/2019,0.3715
21/12/2018,21/01/2019,0.3715
22/12/2018,22/01/2019,0.3715
23/12/2018,23/01/2019,0.3715
24/12/2018,24/01/2019,0.3715
25/12/2018,25/01/2019,0.3715
26/12/2018,26/01/2019,0.3715
27/12/2018,27/01/2019,0.3715
28/12/2018,28/01/2019,0.3715
01/01/2019,01/02/2019,0.3715
02/01/2019,02/02/2019,0.3715
03/01/2019,03/02/2019,0.3715
04/01/2019,04/02/2019,0.3715
05/01/2019,05/02/2019,0.3715
06/01/2019,06/02/2019,0.3715
07/01/2019,07/02/2019,0.3715
08/01/2019,08/02/2019,0.3715
09/01/2019,09/02/2019,0.3715
10/01/2019,10/02/2019,0.3715
11/01/2019,11/02/2019,0.3715
12/01/2019,12/02/2019,0.3715
13/01/2019,13/02/2019,0.3715
14/01/2019,14/02/2019,0.3715
15/01/2019,15/02/2019,0.3715
16/01/2019,16/02/2019,0.3715
17/01/2019,17/02/2019,0.3715
18/01/2019,18/02/2019,0.3715
19/01/2019,19/02/2019,0.3715
20/01/2019,20/02/2019,0.3715
21/01/2019,21/02/2019,0.3715
22/01/2019,22/02/2019,0.3715
23/01/2019,23/02/2019,0.3715
24/01/2019,24/02/2019,0.3715
25/01/2019,25/02/2019,0.3715
26/01/2019,26/02/2019,0.3715
27/01/2019,27/02/2019,0.3715
28/01/2019,28/02/2019,0.3715
01/02/2019,01/03/2019,0.3715
02/02/2019,02/03/2019,0.3715
03/02/2019,03/03/2019,0.3715
04/02/2019,04/03/2019,0.3715
05/02/2019,05/03/2019,0.3715
06/02/2019,06/03/2019,0.3715
07/02/2019,07/03/2019,0.3715
08/02/2019,08/03/2019,0.3715
09/02/2019,09/03/2019,0.3715
10/02/2019,10/03/2019,0.3715
11/02/2019,11/03/2019,0.3715
12/02/2019,12/03/2019,0.3715
13/02/2019,13/03/2019,0.3715
14/02/2019,14/03/2019,0.3715
15/02/2019,15/03/2019,0.3715
16/02/2019,16/03/2019,0.3715
17/02/2019,17/03/2019,0.3715
18/02/2019,18/03/2019,0.3715
19/02/2019,19/03/2019,0.3715
20/02/2019,20/03/2019,0.3715
21/02/2019,21/03/2019,0.3715
22/02/2019,22/03/2019,0.3715
23/02/2019,23/03/2019,0.3715
24/02/2019,24/03/2019,0.3715
25/02/2019,25/03/2019,0.3715
26/02/2019,26/03/2019,0.3715
27/02/2019,27/03/2019,0.3715
28/02/2019,28/03/2019,0.3715
01/03/2019,01/04/2019,0.3715
02/03/2019,02/04/2019,0.3715
03/03/2019,03/04/2019,0.3715
04/03/2019,04/04/2019,0.3715
05/03/2019,05/04/2019,0.3715
06/03/2019,06/04/2019,0.3715
07/03/2019,07/04/2019,0.3715
08/03/2019,08/04/2019,0.3715
09/03/2019,09/04/2019,0.3715
10/03/2019,10/04/2019,0.3715
11/03/2019,11/04/2019,0.3715
12/03/2019,12/04/2019,0.3715
13/03/2019,13/04/2019,0.3715
14/03/2019,14/04/2019,0.3715
15/03/2019,15/04/2019,0.3715
16/03/2019,16/04/2019,0.3715
17/03/2019,17/04/2019,0.3715
18/03/2019,18/04/2019,0.3715
19/03/2019,19/04/2019,0.3715
20/03/2019,20/04/2019,0.3715
21/03/2019,21/04/2019,0.3715
22/03/2019,22/04/2019,0.3715
23/03/2019,23/04/2019,0.3715
24/03/2019,24/04/2019,0.3715
25/03/2019,25/04/2019,0.3715
26/03/2019,26/04/2019,0.3715
27/03/2019,27/04/2019,0.3715
28/03/2019,28/04/2019,0.3715
01/04/2019,01/05/2019,0.3715
02/04/2019,02/05/2019,0.3715
03/04/2019,03/05/2019,0.3715
04/04/2019,04/05/2019,0.3715
05/04/2019,05/05/2019,0.3715
06/04/2019,06/05/2019,0.3715
07/04/2019,07/05/2019,0.3715
08/04/2019,08/05/2019,0.3715
09/04/2019,09/05/2019,0.3715
10/04/2019,10/05/2019,0.3715
11/04/2019,11/05/2019,0.3715
12/04/2019,12/05/2019,0.3715
13/04/2019,13/05/2019,0.3715
14/04/2019,14/05/2019,0.3715
15/04/2019,15/05/2019,0.3715
16/04/2019,16/05/2019,0.3715
17/04/2019,17/05/2019,0.3715
18/04/2019,18/05/2019,0.3715
19/04/2019,19/05/2019,0.3715
20/04/2019,20/05/2019,0.3715
21/04/2019,21/05/2019,0.3715
22/04/2019,22/05/2019,0.3715
23/04/2019,23/05/2019,0.3715
24/04/2019,24/05/2019,0.3715
25/04/2019,25/05/2019,0.3715
26/04/2019,26/05/2019,0.3715
27/04/2019,27/05/2019,0.3715
28/04/2019,28/05/2019,0.3715
01/05/2019,01/06/2019,0.3715
02/05/2019,02/06/2019,0.3715
03/05/2019,03/06/2019,0.3715
04/05/2019,04/06/2019,0.3715
05/05/2019,05/06/2019,0.3715
06/05/2019,06/06/2019,0.3715
07/05/2019,07/06/2019,0.3715
08/05/2019,08/06/2019,0.3715
09/05/2019,09/06/2019,0.3715
10/05/2019,10/06/2019,0.3715
11/05/2019,11/06/2019,0.3715
12/05/2019,12/06/2019,0.3715
13/05/2019,13/06/2019,0.3715
14/05/2019,14/06/2019,0.3715
15/05/2019,15/06/2019,0.3715
16/05/2019,16/06/2019,0.3715
17/05/2019,17/06/2019,0.3715
18/05/2019,18/06/2019,0.3715
19/05/2019,19/06/2019,0.3715
20/05/2019,20/06/2019,0.3715
21/05/2019,21/06/2019,0.3715
22/05/2019,22/06/2019,0.3715
23/05/2019,23/06/2019,0.3715
24/05/2019,24/06/2019,0.3715
25/05/2019,25/06/2019,0.3715
26/05/2019,26/06/2019,0.3715
27/05/2019,27/06/2019,0.3715
28/05/2019,28/06/2019,0.3715
01/06/2019,01/07/2019,0.3715
02/06/2019,02/07/2019,0.3715
03/06/2019,03/07/2019,0.3715
04/06/2019,04/07/2019,0.3715
05/06/2019,05/07/2019,0.3715
06/06/2019,06/07/2019,0.3715
07/06/2019,07/07/2019,0.3715
08/06/2019,08/07/2019,0.3715
09/06/2019,09/07/2019,0.3715
10/06/2019,10/07/2019,0.3715
11/06/2019,11/07/2019,0.3715
12/06/2019,12/07/2019,0.3715
13/06/2019,13/07/2019,0.3715
14/06/2019,14/07/2019,0.3715
15/06/2019,15/07/2019,0.3715
16/06/2019,16/07/2019,0.3715
17/06/2019,17/07/2019,0.3715
18/06/2019,18/07/2019,0.3715
19/06/2019,19/07/2019,0.3715
20/06/2019,20/07/2019,0.3715
21/06/2019,21/07/2019,0.3715
22/06/2019,22/07/2019,0.3715
23/06/2019,23/07/2019,0.3715
24/06/2019,24/07/2019,0.3715
25/06/2019,25/07/2019,0.3715
26/06/2019,26/07/2019,0.3715
27/06/2019,27/07/2019,0.3715
28/06/2019,28/07/2019,0.3715
01/07/2019,01/08/2019,0.3715
02/07/2019,02/08/2019,0.3715
03/07/2019,03/08/2019,0.3715
04/07/2019,04/08/2019,0.3715
05/07/2019,05/08/2019,0.3715
06/07/2019,06/08/2019,0.3715
07/07/2019,07/08/2019,0.3715
08/07/2019,08/08/2019,0.3715
09/07/2019,09/08/2019,0.3715
10/07/2019,10/08/2019,0.3715
11/07/2019,11/08/2019,0.3715
12/07/2019,12/08/2019,0.3715
13/07/2019,13/08/2019,0.3715
14/07/2019,14/08/2019,0.3715
15/07/2019,15/08/2019,0.3715
16/07/2019,16/08/2019,0.3715
17/07/2019,17/08/2019,0.3715
18/07/2019,18/08/2019,0.3715
19/07/2019,19/08/2019,0.3715
20/07/2019,20/08/2019,0.3715
21/07/2019,21/08/2019,0.3715
22/07/2019,22/08/2019,0.3715
23/07/2019,23/08/2019,0.3715
24/07/2019,24/08/2019,0.3715
25/07/2019,25/08/2019,0.3715
26/07/2019,26/08/2019,0.3715
27/07/2019,27/08/2019,0.3715
28/07/2019,28/08/2019,0.3715
01/08/2019,01/09/2019,0.3434
02/08/2019,02/09/2019,0.3434
03/08/2019,03/09/2019,0.3434
04/08/2019,04/09/2019,0.3434
05/08/2019,05/09/2019,0.3434
06/08/2019,06/09/2019,0.3434
07/08/2019,07/09/2019,0.3434
08/08/2019,08/09/2019,0.3434
09/08/2019,09/09/2019,0.3434
10/08/2019,10/09/2019,0.3434
11/08/2019,11/09/2019,0.3434
12/08/2019,12/09/2019,0.3434
13/08/2019,13/09/2019,0.3434
14/08/2019,14/09/2019,0.3434
15/08/2019,15/09/2019,0.3434
16/08/2019,16/09/2019,0.3434
17/08/2019,17/09/2019,0.3434
18/08/2019,18/09/2019,0.3434
19/08/2019,19/09/2019,0.3434
20/08/2019,20/09/2019,0.3434
21/08/2019,21/09/2019,0.3434
22/08/2019,22/09/2019,0.3434
23/08/2019,23/09/2019,0.3434
24/08/2019,24/09/2019,0.3434
25/08/2019,25/09/2019,0.3434
26/08/2019,26/09/2019,0.3434
27/08/2019,27/09/2019,0.3434
28/08/2019,28/09/2019,0.3434
01/09/2019,01/10/2019,0.3434
02/09/2019,02/10/2019,0.3434
03/09/2019,03/10/2019,0.3434
04/09/2019,04/10/2019,0.3434
05/09/2019,05/10/2019,0.3434
06/09/2019,06/10/2019,0.3434
07/09/2019,07/10/2019,0.3434
08/09/2019,08/10/2019,0.3434
09/09/2019,09/10/2019,0.3434
10/09/2019,10/10/2019,0.3434
11/09/2019,11/10/2019,0.3434
12/09/2019,12/10/2019,0.3434
13/09/2019,13/10/2019,0.3434
14/09/2019,14/10/2019,0.3434
15/09/2019,15/10/2019,0.3434
16/09/2019,16/10/2019,0.3434
17/09/2019,17/10/2019,0.3434
18/09/2019,18/10/2019,0.3434
19/09/2019,19/10/2019,0.3153
20/09/2019,20/10/2019,0.3153
21/09/2019,21/10/2019,0.3153
22/09/2019,22/10/2019,0.3153
23/09/2019,23/10/2019,0.3153
24/09/2019,24/10/2019,0.3153
25/09/2019,25/10/2019,0.3153
26/09/2019,26/10/2019,0.3153
27/09/2019,27/10/2019,0.3153
28/09/2019,28/10/2019,0.3153
01/10/2019,01/11/2019,0.3153
02/10/2019,02/11/2019,0.3153
03/10/2019,03/11/2019,0.3153
04/10/2019,04/11/2019,0.3153
05/10/2019,05/11/2019,0.3153
06/10/2019,06/11/2019,0.3153
07/10/2019,07/11/2019,0.3153
08/10/2019,08/11/2019,0.3153
09/10/2019,09/11/2019,0.3153
10/10/2019,10/11/2019,0.3153
11/10/2019,11/11/2019,0.3153
12/10/2019,12/11/2019,0.3153
13/10/2019,13/11/2019,0.3153
14/10/2019,14/11/2019,0.3153
15/10/2019,15/11/2019,0.3153
16/10/2019,16/11/2019,0.3153
17/10/2019,17/11/2019,0.3153
18/10/2019,18/11/2019,0.3153
19/10/2019,19/11/2019,0.3153
20/10/2019,20/11/2019,0.3153
21/10/2019,21/11/2019,0.3153
22/10/2019,22/11/2019,0.3153
23/10/2019,23/11/2019,0.3153
24/10/2019,24/11/2019,0.3153
25/10/2019,25/11/2019,0.3153
26/10/2019,26/11/2019,0.3153
27/10/2019,27/11/2019,0.3153
28/10/2019,28/11/2019,0.3153
01/11/2019,01/12/2019,0.2871
02/11/2019,02/12/2019,0.2871
03/11/2019,03/12/2019,0.2871
04/11/2019,04/12/2019,0.2871
05/11/2019,05/12/2019,0.2871
06/11/2019,06/12/2019,0.2871
07/11/2019,07/12/2019,0.2871
08/11/2019,08/12/2019,0.2871
09/11/2019,09/12/2019,0.2871
10/11/2019,10/12/2019,0.2871
11/11/2019,11/12/2019,0.2871
12/11/2019,12/12/2019,0.2871
13/11/2019,13/12/2019,0.2871
14/11/2019,14/12/2019,0.2871
15/11/2019,15/12/2019,0.2871
16/11/2019,16/12/2019,0.2871
17/11/2019,17/12/2019,0.2871
18/11/2019,18/12/2019,0.2871
19/11/2019,19/12/2019,0.2871
20/11/2019,20/12/2019,0.2871
21/11/2019,21/12/2019,0.2871
22/11/2019,22/12/2019,0.2871
23/11/2019,23/12/2019,0.2871
24/11/2019,24/12/2019,0.2871
25/11/2019,25/12/2019,0.2871
26/11/2019,26/12/2019,0.2871
27/11/2019,27/12/2019,0.2871
28/11/2019,28/12/2019,0.2871
01/12/2019,01/01/2020,0.2871
02/12/2019,02/01/2020,0.2871
03/12/2019,03/01/2020,0.2871
04/12/2019,04/01/2020,0.2871
05/12/2019,05/01/2020,0.2871
06/12/2019,06/01/2020,0.2871
07/12/2019,07/01/2020,0.2871
08/12/2019,08/01/2020,0.2871
09/12/2019,09/01/2020,0.2871
10/12/2019,10/01/2020,0.2871
11/12/2019,11/01/2020,0.2871
12/12/2019,12/01/2020,0.2588
13/12/2019,13/01/2020,0.2588
14/12/2019,14/01/2020,0.2588
15/12/2019,15/01/2020,0.2588
16/12/2019,16/01/2020,0.2588
17/12/2019,17/01/2020,0.2588
18/12/2019,18/01/2020,0.2588
19/12/2019,19/01/2020,0.2588
20/12/2019,20/01/2020,0.2588
21/12/2019,21/01/2020,0.2588
22/12/2019,22/01/2020,0.2588
23/12/2019,23/01/2020,0.2588
24/12/2019,24/01/2020,0.2588
25/12/2019,25/01/2020,0.2588
26/12/2019,26/01/2020,0.2588
27/12/2019,27/01/2020,0.2588
28/12/2019,28/01/2020,0.2588
01/01/2020,01/02/2020,0.2588
02/01/2020,02/02/2020,0.2588
03/01/2020,03/02/2020,0.2588
04/01/2020,04/02/2020,0.2588
05/01/2020,05/02/2020,0.2588
06/01/2020,06/02/2020,0.2588
07/01/2020,07/02/2020,0.2588
08/01/2020,08/02/2020,0.2588
09/01/2020,09/02/2020,0.2588
10/01/2020,10/02/2020,0.2588
11/01/2020,11/02/2020,0.2588
12/01/2020,12/02/2020,0.2588
13/01/2020,13/02/2020,0.2588
14/01/2020,14/02/2020,0.2588
15/01/2020,15/02/2020,0.2588
16/01/2020,16/02/2020,0.2588
17/01/2020,17/02/2020,0.2588
18/01/2020,18/02/2020,0.2588
19/01/2020,19/02/2020,0.2588
20/01/2020,20/02/2020,0.2588
21/01/2020,21/02/2020,0.2588
22/01/2020,22/02/2020,0.2588
23/01/2020,23/02/2020,0.2588
24/01/2020,24/02/2020,0.2588
25/01/2020,25/02/2020,0.2588
26/01/2020,26/02/2020,0.2588
27/01/2020,27/02/2020,0.2588
28/01/2020,28/02/2020,0.2588
01/02/2020,01/03/2020,0.2588
02/02/2020,02/03/2020,0.2588
03/02/2020,03/03/2020,0.2588
04/02/2020,04/03/2020,0.2588
05/02/2020,05/03/2020,0.2588
06/02/2020,06/03/2020,0.2446
07/02/2020,07/03/2020,0.2446
08/02/2020,08/03/2020,0.2446
09/02/2020,09/03/2020,0.2446
10/02/2020,10/03/2020,0.2446
11/02/2020,11/03/2020,0.2446
12/02/2020,12/03/2020,0.2446
13/02/2020,13/03/2020,0.2446
14/02/2020,14/03/2020,0.2446
15/02/2020,15/03/2020,0.2446
16/02/2020,16/03/2020,0.2446
17/02/2020,17/03/2020,0.2446
18/02/2020,18/03/2020,0.2446
19/02/2020,19/03/2020,0.2446
20/02/2020,20/03/2020,0.2446
21/02/2020,21/03/2020,0.2446
22/02/2020,22/03/2020,0.2446
23/02/2020,23/03/2020,0.2446
24/02/2020,24/03/2020,0.2446
25/02/2020,25/03/2020,0.2446
26/02/2020,26/03/2020,0.2446
27/02/2020,27/03/2020,0.2446
28/02/2020,28/03/2020,0.2446
01/03/2020,01/04/2020,0.2446
02/03/2020,02/04/2020,0.2446
03/03/2020,03/04/2020,0.2446
04/03/2020,04/04/2020,0.2446
05/03/2020,05/04/2020,0.2446
06/03/2020,06/04/2020,0.2446
07/03/2020,07/04/2020,0.2446
08/03/2020,08/04/2020,0.2446
09/03/2020,09/04/2020,0.2446
10/03/2020,10/04/2020,0.2446
11/03/2020,11/04/2020,0.2446
12/03/2020,12/04/2020,0.2446
13/03/2020,13/04/2020,0.2446
14/03/2020,14/04/2020,0.2446
15/03/2020,15/04/2020,0.2446
16/03/2020,16/04/2020,0.2446
17/03/2020,17/04/2020,0.2446
18/03/2020,18/04/2020,0.2446
19/03/2020,19/04/2020,0.2162
20/03/2020,20/04/2020,0.2162
21/03/2020,21/04/2020,0.2162
22/03/2020,22/04/2020,0.2162
23/03/2020,23/04/2020,0.2162
24/03/2020,24/04/2020,0.2162
25/03/2020,25/04/2020,0.2162
26/03/2020,26/04/2020,0.2162
27/03/2020,27/04/2020,0.2162
28/03/2020,28/04/2020,0.2162
01/04/2020,01/05/2020,0.2162
02/04/2020,02/05/2020,0.2162
03/04/2020,03/05/2020,0.2162
04/04/2020,04/05/2020,0.2162
05/04/2020,05/05/2020,0.2162
06/04/2020,06/05/2020,0.2162
07/04/2020,07/05/2020,0.2162
08/04/2020,08/05/2020,0.2162
09/04/2020,09/05/2020,0.2162
10/04/2020,10/05/2020,0.2162
11/04/2020,11/05/2020,0.2162
12/04/2020,12/05/2020,0.2162
13/04/2020,13/05/2020,0.2162
14/04/2020,14/05/2020,0.2162
15/04/2020,15/05/2020,0.2162
16/04/2020,16/05/2020,0.2162
17/04/2020,17/05/2020,0.2162
18/04/2020,18/05/2020,0.2162
19/04/2020,19/05/2020,0.2162
20/04/2020,20/05/2020,0.2162
21/04/2020,21/05/2020,0.2162
22/04/2020,22/05/2020,0.2162
23/04/2020,23/05/2020,0.2162
24/04/2020,24/05/2020,0.2162
25/04/2020,25/05/2020,0.2162
26/04/2020,26/05/2020,0.2162
27/04/2020,27/05/2020,0.2162
28/04/2020,28/05/2020,0.2162
01/05/2020,01/06/2020,0.2162
02/05/2020,02/06/2020,0.2162
03/05/2020,03/06/2020,0.2162
04/05/2020,04/06/2020,0.2162
05/05/2020,05/06/2020,0.2162
06/05/2020,06/06/2020,0.2162
07/05/2020,07/06/2020,0.1733
08/05/2020,08/06/2020,0.1733
09/05/2020,09/06/2020,0.1733
10/05/2020,10/06/2020,0.1733
11/05/2020,11/06/2020,0.1733
12/05/2020,12/06/2020,0.1733
13/05/2020,13/06/2020,0.1733
14/05/2020,14/06/2020,0.1733
15/05/2020,15/06/2020,0.1733
16/05/2020,16/06/2020,0.1733
17/05/2020,17/06/2020,0.1733
18/05/2020,18/06/2020,0.1733
19/05/2020,19/06/2020,0.1733
20/05/2020,20/06/2020,0.1733
21/05/2020,21/06/2020,0.1733
22/05/2020,22/06/2020,0.1733
23/05/2020,23/06/2020,0.1733
24/05/2020,24/06/2020,0.1733
25/05/2020,25/06/2020,0.1733
26/05/2020,26/06/2020,0.1733
27/05/2020,27/06/2020,0.1733
28/05/2020,28/06/2020,0.1733
01/06/2020,01/07/2020,0.1733
02/06/2020,02/07/2020,0.1733
03/06/2020,03/07/2020,0.1733
04/06/2020,04/07/2020,0.1733
05/06/2020,05/07/2020,0.1733
06/06/2020,06/07/2020,0.1733
07/06/2020,07/07/2020,0.1733
08/06/2020,08/07/2020,0.1733
09/06/2020,09/07/2020,0.1733
10/06/2020,10/07/2020,0.1733
11/06/2020,11/07/2020,0.1733
12/06/2020,12/07/2020,0.1733
13/06/2020,13/07/2020,0.1733
14/06/2020,14/07/2020,0.1733
15/06/2020,15/07/2020,0.1733
16/06/2020,16/07/2020,0.1733
17/06/2020,17/07/2020,0.1733
18/06/2020,18/07/2020,0.1303
19/06/2020,19/07/2020,0.1303
20/06/2020,20/07/2020,0.1303
21/06/2020,21/07/2020,0.1303
22/06/2020,22/07/2020,0.1303
23/06/2020,23/07/2020,0.1303
24/06/2020,24/07/2020,0.1303
25/06/2020,25/07/2020,0.1303
26/06/2020,26/07/2020,0.1303
27/06/2020,27/07/2020,0.1303
28/06/2020,28/07/2020,0.1303
01/07/2020,01/08/2020,0.1303
02/07/2020,02/08/2020,0.1303
03/07/2020,03/08/2020,0.1303
04/07/2020,04/08/2020,0.1303
05/07/2020,05/08/2020,0.1303
06/07/2020,06/08/2020,0.1303
07/07/2020,07/08/2020,0.1303
08/07/2020,08/08/2020,0.1303
09/07/2020,09/08/2020,0.1303
10/07/2020,10/08/2020,0.1303
11/07/2020,11/08/2020,0.1303
12/07/2020,12/08/2020,0.1303
13/07/2020,13/08/2020,0.1303
14/07/2020,14/08/2020,0.1303
15/07/2020,15/08/2020,0.1303
16/07/2020,16/08/2020,0.1303
17/07/2020,17/08/2020,0.1303
18/07/2020,18/08/2020,0.1303
19/07/2020,19/08/2020,0.1303
20/07/2020,20/08/2020,0.1303
21/07/2020,21/08/2020,0.1303
22/07/2020,22/08/2020,0.1303
23/07/2020,23/08/2020,0.1303
24/07/2020,24/08/2020,0.1303
25/07/2020,25/08/2020,0.1303
