data,datafim,valor
03/03/2016,03/04/2016,0.693
04/03/2016,04/04/2016,0.6344
05/03/2016,05/04/2016,0.6638
06/03/2016,06/04/2016,0.6927
07/03/2016,07/04/2016,0.7091
08/03/2016,08/04/2016,0.711
09/03/2016,09/04/2016,0.7273
10/03/2016,10/04/2016,0.677
11/03/2016,11/04/2016,0.6291
12/03/2016,12/04/2016,0.6324
13/03/2016,13/04/2016,0.6621
14/03/2016,14/04/2016,0.7063
15/03/2016,15/04/2016,0.7068
16/03/2016,16/04/2016,0.6934
17/03/2016,17/04/2016,0.6929
18/03/2016,18/04/2016,0.6381
19/03/2016,19/04/2016,0.6306
20/03/2016,20/04/2016,0.6598
21/03/2016,21/04/2016,0.7197
22/03/2016,22/04/2016,0.6556
23/03/2016,23/04/2016,0.6637
24/03/2016,24/04/2016,0.6389
25/03/2016,25/04/2016,0.6058
26/03/2016,26/04/2016,0.6358
27/03/2016,27/04/2016,0.6656
28/03/2016,28/04/2016,0.7022
01/04/2016,01/05/2016,0.6311
02/04/2016,02/05/2016,0.5997
03/04/2016,03/05/2016,0.6293
04/04/2016,04/05/2016,0.6675
05/04/2016,05/05/2016,0.6869
06/04/2016,06/05/2016,0.6697
07/04/2016,07/05/2016,0.6931
08/04/2016,08/05/2016,0.63
09/04/2016,09/05/2016,0.5974
10/04/2016,10/05/2016,0.6268
11/04/2016,11/05/2016,0.663
12/04/2016,12/05/2016,0.6774
13/04/2016,13/05/2016,0.676
14/04/2016,14/05/2016,0.6876
15/04/2016,15/05/2016,0.6346
16/04/2016,16/05/2016,0.6027
17/04/2016,17/05/2016,0.6326
18/04/2016,18/05/2016,0.6701
19/04/2016,19/05/2016,0.6919
20/04/2016,20/05/2016,0.6916
21/04/2016,21/05/2016,0.6562
22/04/2016,22/05/2016,0.6608
23/04/2016,23/05/2016,0.626
24/04/2016,24/05/2016,0.655
25/04/2016,25/05/2016,0.7277
26/04/2016,26/05/2016,0.7016
27/04/2016,27/05/2016,0.6558
28/04/2016,28/05/2016,0.6611
01/05/2016,01/06/2016,0.6541
02/05/2016,02/06/2016,0.7315
03/05/2016,03/06/2016,0.7035
04/05/2016,04/06/2016,0.699
05/05/2016,05/06/2016,0.6665
06/05/2016,06/06/2016,0.6334
07/05/2016,07/06/2016,0.6354
08/05/2016,08/06/2016,0.6648
09/05/2016,09/06/2016,0.6855
10/05/2016,10/06/2016,0.7186
11/05/2016,11/06/2016,0.7261
12/05/2016,12/06/2016,0.6664
13/05/2016,13/06/2016,0.6306
14/05/2016,14/06/2016,0.628
15/05/2016,15/06/2016,0.6571
16/05/2016,16/06/2016,0.7222
17/05/2016,17/06/2016,0.7188
18/05/2016,18/06/2016,0.718
19/05/2016,19/06/2016,0.6589
20/05/2016,20/06/2016,0.627
21/05/2016,21/06/2016,0.626
22/05/2016,22/06/2016,0.6655
23/05/2016,23/06/2016,0.6939
24/05/2016,24/06/2016,0.711
25/05/2016,25/06/2016,0.6872
26/05/2016,26/06/2016,0.6634
27/05/2016,27/06/2016,0.6685
28/05/2016,28/06/2016,0.6547
01/06/2016,01/07/2016,0.7053
02/06/2016,02/07/2016,0.6963
03/06/2016,03/07/2016,0.6642
04/06/2016,04/07/2016,0.6272
05/06/2016,05/07/2016,0.6562
06/06/2016,06/07/2016,0.7269
07/06/2016,07/07/2016,0.727
08/06/2016,08/07/2016,0.7188
09/06/2016,09/07/2016,0.7121
10/06/2016,10/07/2016,0.6694
11/06/2016,11/07/2016,0.6635
12/06/2016,12/07/2016,0.6923
13/06/2016,13/07/2016,0.7132
14/06/2016,14/07/2016,0.6945
15/06/2016,15/07/2016,0.6834
16/06/2016,16/07/2016,0.7217
17/06/2016,17/07/2016,0.6795
18/06/2016,18/07/2016,0.6529
19/06/2016,19/07/2016,0.6911
20/06/2016,20/07/2016,0.7316
21/06/2016,21/07/2016,0.718
22/06/2016,22/07/2016,0.7146
23/06/2016,23/07/2016,0.7067
24/06/2016,24/07/2016,0.6935
25/06/2016,25/07/2016,0.6299
26/06/2016,26/07/2016,0.6591
27/06/2016,27/07/2016,0.7045
28/06/2016,28/07/2016,0.7074
01/07/2016,01/08/2016,0.6629
02/07/2016,02/08/2016,0.6639
03/07/2016,03/08/2016,0.6933
04/07/2016,04/08/2016,0.7228
05/07/2016,05/08/2016,0.7537
06/07/2016,06/08/2016,0.7413
07/07/2016,07/08/2016,0.7088
08/07/2016,08/08/2016,0.6944
09/07/2016,09/08/2016,0.6698
10/07/2016,10/08/2016,0.6995
11/07/2016,11/08/2016,0.747
12/07/2016,12/08/2016,0.7315
13/07/2016,13/08/2016,0.7148
14/07/2016,14/08/2016,0.7208
15/07/2016,15/08/2016,0.6896
16/07/2016,16/08/2016,0.6859
17/07/2016,17/08/2016,0.714
18/07/2016,18/08/2016,0.737
19/07/2016,19/08/2016,0.7412
20/07/2016,20/08/2016,0.7535
21/07/2016,21/08/2016,0.7176
22/07/2016,22/08/2016,0.6641
23/07/2016,23/08/2016,0.6676
24/07/2016,24/08/2016,0.6977
25/07/2016,25/08/2016,0.7417
26/07/2016,26/08/2016,0.7462
27/07/2016,27/08/2016,0.7252
28/07/2016,28/08/2016,0.7116
01/08/2016,01/09/2016,0.7558
02/08/2016,02/09/2016,0.7212
03/08/2016,03/09/2016,0.7547
04/08/2016,04/09/2016,0.7256
05/08/2016,05/09/2016,0.6667
06/08/2016,06/09/2016,0.6655
07/08/2016,07/09/2016,0.695
08/08/2016,08/09/2016,0.6938
09/08/2016,09/09/2016,0.7159
10/08/2016,10/09/2016,0.6843
11/08/2016,11/09/2016,0.6795
12/08/2016,12/09/2016,0.6271
13/08/2016,13/09/2016,0.6291
14/08/2016,14/09/2016,0.6687
15/08/2016,15/09/2016,0.7016
16/08/2016,16/09/2016,0.6854
17/08/2016,17/09/2016,0.724
18/08/2016,18/09/2016,0.689
19/08/2016,19/09/2016,0.6334
20/08/2016,20/09/2016,0.6286
21/08/2016,21/09/2016,0.6681
22/08/2016,22/09/2016,0.6927
23/08/2016,23/09/2016,0.7112
24/08/2016,24/09/2016,0.7022
25/08/2016,25/09/2016,0.6862
26/08/2016,26/09/2016,0.6361
27/08/2016,27/09/2016,0.6296
28/08/2016,28/09/2016,0.6588
01/09/2016,01/10/2016,0.6583
02/09/2016,02/10/2016,0.6633
03/09/2016,03/10/2016,0.6288
04/09/2016,04/10/2016,0.6573
05/09/2016,05/10/2016,0.6896
06/09/2016,06/10/2016,0.6878
07/09/2016,07/10/2016,0.6558
08/09/2016,08/10/2016,0.6929
09/09/2016,09/10/2016,0.6667
10/09/2016,10/10/2016,0.6338
11/09/2016,11/10/2016,0.6635
12/09/2016,12/10/2016,0.6999
13/09/2016,13/10/2016,0.6912
14/09/2016,14/10/2016,0.6689
15/09/2016,15/10/2016,0.684
16/09/2016,16/10/2016,0.6532
17/09/2016,17/10/2016,0.6238
18/09/2016,18/10/2016,0.6521
19/09/2016,19/10/2016,0.6892
20/09/2016,20/10/2016,0.6614
21/09/2016,21/10/2016,0.6758
22/09/2016,22/10/2016,0.687
23/09/2016,23/10/2016,0.6341
24/09/2016,24/10/2016,0.598
25/09/2016,25/10/2016,0.6274
26/09/2016,26/10/2016,0.66
27/09/2016,27/10/2016,0.6532
28/09/2016,28/10/2016,0.6829
01/10/2016,01/11/2016,0.6609
02/10/2016,02/11/2016,0.6895
03/10/2016,03/11/2016,0.6844
04/10/2016,04/11/2016,0.6825
05/10/2016,05/11/2016,0.6878
06/10/2016,06/11/2016,0.6437
07/10/2016,07/11/2016,0.6059
08/10/2016,08/11/2016,0.6141
09/10/2016,09/11/2016,0.6518
10/10/2016,10/11/2016,0.6886
11/10/2016,11/11/2016,0.6758
12/10/2016,12/11/2016,0.6845
13/10/2016,13/11/2016,0.6934
14/10/2016,14/11/2016,0.6278
15/10/2016,15/11/2016,0.6275
16/10/2016,16/11/2016,0.6275
17/10/2016,17/11/2016,0.6562
18/10/2016,18/11/2016,0.6523
19/10/2016,19/11/2016,0.6912
20/10/2016,20/11/2016,0.6491
21/10/2016,21/11/2016,0.6256
22/10/2016,22/11/2016,0.6297
23/10/2016,23/11/2016,0.6582
24/10/2016,24/11/2016,0.6913
25/10/2016,25/11/2016,0.6619
26/10/2016,26/11/2016,0.6851
27/10/2016,27/11/2016,0.627
28/10/2016,28/11/2016,0.6071
01/11/2016,01/12/2016,0.6435
02/11/2016,02/12/2016,0.6569
03/11/2016,03/12/2016,0.6701
04/11/2016,04/12/2016,0.6474
05/11/2016,05/12/2016,0.6153
06/11/2016,06/12/2016,0.643
07/11/2016,07/12/2016,0.6867
08/11/2016,08/12/2016,0.6826
09/11/2016,09/12/2016,0.6608
10/11/2016,10/12/2016,0.665
11/11/2016,11/12/2016,0.638
12/11/2016,12/12/2016,0.6078
13/11/2016,13/12/2016,0.6451
14/11/2016,14/12/2016,0.68
15/11/2016,15/12/2016,0.6717
16/11/2016,16/12/2016,0.7003
17/11/2016,17/12/2016,0.6934
18/11/2016,18/12/2016,0.6917
19/11/2016,19/12/2016,0.6437
20/11/2016,20/12/2016,0.6815
21/11/2016,21/12/2016,0.7088
22/11/2016,22/12/2016,0.7095
23/11/2016,23/12/2016,0.698
24/11/2016,24/12/2016,0.6882
25/11/2016,25/12/2016,0.6699
26/11/2016,26/12/2016,0.6251
27/11/2016,27/12/2016,0.6615
28/11/2016,28/12/2016,0.689
01/12/2016,01/01/2017,0.6858
02/12/2016,02/01/2017,0.6922
03/12/2016,03/01/2017,0.6732
04/12/2016,04/01/2017,0.7106
05/12/2016,05/01/2017,0.7271
06/12/2016,06/01/2017,0.7112
07/12/2016,07/01/2017,0.7085
08/12/2016,08/01/2017,0.688
09/12/2016,09/01/2017,0.6666
10/12/2016,10/01/2017,0.6766
11/12/2016,11/01/2017,0.7141
12/12/2016,12/01/2017,0.7526
13/12/2016,13/01/2017,0.715
14/12/2016,14/01/2017,0.715
15/12/2016,15/01/2017,0.6784
16/12/2016,16/01/2017,0.668
17/12/2016,17/01/2017,0.666
18/12/2016,18/01/2017,0.6926
19/12/2016,19/01/2017,0.7269
20/12/2016,20/01/2017,0.7117
21/12/2016,21/01/2017,0.7109
22/12/2016,22/01/2017,0.6665
23/12/2016,23/01/2017,0.6509
24/12/2016,24/01/2017,0.6553
25/12/2016,25/01/2017,0.6914
26/12/2016,26/01/2017,0.7223
27/12/2016,27/01/2017,0.7197
28/12/2016,28/01/2017,0.703
01/01/2017,01/02/2017,0.6708
02/01/2017,02/02/2017,0.7006
03/01/2017,03/02/2017,0.7131
04/01/2017,04/02/2017,0.746
05/01/2017,05/02/2017,0.6833
06/01/2017,06/02/2017,0.6655
07/01/2017,07/02/2017,0.6458
08/01/2017,08/02/2017,0.6814
09/01/2017,09/02/2017,0.6956
10/01/2017,10/02/2017,0.6825
11/01/2017,11/02/2017,0.7274
12/01/2017,12/02/2017,0.6703
13/01/2017,13/02/2017,0.6428
14/01/2017,14/02/2017,0.6392
15/01/2017,15/02/2017,0.664
16/01/2017,16/02/2017,0.6939
17/01/2017,17/02/2017,0.6825
18/01/2017,18/02/2017,0.6899
19/01/2017,19/02/2017,0.6525
20/01/2017,20/02/2017,0.6296
21/01/2017,21/02/2017,0.6271
22/01/2017,22/02/2017,0.6614
23/01/2017,23/02/2017,0.694
24/01/2017,24/02/2017,0.7062
25/01/2017,25/02/2017,0.6685
26/01/2017,26/02/2017,0.6697
27/01/2017,27/02/2017,0.6279
28/01/2017,28/02/2017,0.5898
01/02/2017,01/03/2017,0.5304
02/02/2017,02/03/2017,0.5393
03/02/2017,03/03/2017,0.5403
04/02/2017,04/03/2017,0.533
05/02/2017,05/03/2017,0.533
06/02/2017,06/03/2017,0.5256
07/02/2017,07/03/2017,0.5408
08/02/2017,08/03/2017,0.5062
09/02/2017,09/03/2017,0.5385
10/02/2017,10/03/2017,0.5203
11/02/2017,11/03/2017,0.525
12/02/2017,12/03/2017,0.525
13/02/2017,13/03/2017,0.5198
14/02/2017,14/03/2017,0.5116
15/02/2017,15/03/2017,0.5
16/02/2017,16/03/2017,0.5
17/02/2017,17/03/2017,0.5261
18/02/2017,18/03/2017,0.5181
19/02/2017,19/03/2017,0.5181
20/02/2017,20/03/2017,0.5001
21/02/2017,21/03/2017,0.5
22/02/2017,22/03/2017,0.5196
23/02/2017,23/03/2017,0.5083
24/02/2017,24/03/2017,0.5175
25/02/2017,25/03/2017,0.5202
26/02/2017,26/03/2017,0.5202
27/02/2017,27/03/2017,0.5202
28/02/2017,28/03/2017,0.5425
01/03/2017,01/04/2017,0.6527
02/03/2017,02/04/2017,0.5893
03/03/2017,03/04/2017,0.5809
04/03/2017,04/04/2017,0.604
05/03/2017,05/04/2017,0.6367
06/03/2017,06/04/2017,0.6857
07/03/2017,07/04/2017,0.6485
08/03/2017,08/04/2017,0.6381
09/03/2017,09/04/2017,0.6041
10/03/2017,10/04/2017,0.5858
11/03/2017,11/04/2017,0.5897
12/03/2017,12/04/2017,0.6212
13/03/2017,13/04/2017,0.647
14/03/2017,14/04/2017,0.6478
15/03/2017,15/04/2017,0.5913
16/03/2017,16/04/2017,0.5849
17/03/2017,17/04/2017,0.546
18/03/2017,18/04/2017,0.5497
19/03/2017,19/04/2017,0.5803
20/03/2017,20/04/2017,0.6051
21/03/2017,21/04/2017,0.6031
22/03/2017,22/04/2017,0.5715
23/03/2017,23/04/2017,0.5611
24/03/2017,24/04/2017,0.538
25/03/2017,25/04/2017,0.5287
26/03/2017,26/04/2017,0.5598
27/03/2017,27/04/2017,0.5696
28/03/2017,28/04/2017,0.5705
01/04/2017,01/05/2017,0.5
02/04/2017,02/05/2017,0.5
03/04/2017,03/05/2017,0.5221
04/04/2017,04/05/2017,0.5262
05/04/2017,05/05/2017,0.5229
06/04/2017,06/05/2017,0.5221
07/04/2017,07/05/2017,0.5
08/04/2017,08/05/2017,0.5
09/04/2017,09/05/2017,0.5
10/04/2017,10/05/2017,0.5013
11/04/2017,11/05/2017,0.5031
12/04/2017,12/05/2017,0.5245
13/04/2017,13/05/2017,0.5037
14/04/2017,14/05/2017,0.5028
15/04/2017,15/05/2017,0.5028
16/04/2017,16/05/2017,0.5303
17/04/2017,17/05/2017,0.5437
18/04/2017,18/05/2017,0.539
19/04/2017,19/05/2017,0.5532
20/04/2017,20/05/2017,0.5272
21/04/2017,21/05/2017,0.5303
22/04/2017,22/05/2017,0.5303
23/04/2017,23/05/2017,0.5577
24/04/2017,24/05/2017,0.5647
25/04/2017,25/05/2017,0.5851
26/04/2017,26/05/2017,0.5486
27/04/2017,27/05/2017,0.5844
28/04/2017,28/05/2017,0.5253
01/05/2017,01/06/2017,0.5768
02/05/2017,02/06/2017,0.6395
03/05/2017,03/06/2017,0.6392
04/05/2017,04/06/2017,0.6046
05/05/2017,05/06/2017,0.5554
06/05/2017,06/06/2017,0.5817
07/05/2017,07/06/2017,0.609
08/05/2017,08/06/2017,0.6406
09/05/2017,09/06/2017,0.6043
10/05/2017,10/06/2017,0.6166
11/05/2017,11/06/2017,0.5934
12/05/2017,12/06/2017,0.5602
13/05/2017,13/06/2017,0.579
14/05/2017,14/06/2017,0.6061
15/05/2017,15/06/2017,0.6041
16/05/2017,16/06/2017,0.6074
17/05/2017,17/06/2017,0.5793
18/05/2017,18/06/2017,0.5858
19/05/2017,19/06/2017,0.5429
20/05/2017,20/06/2017,0.5515
21/05/2017,21/06/2017,0.5876
22/05/2017,22/06/2017,0.6042
23/05/2017,23/06/2017,0.6143
24/05/2017,24/06/2017,0.5977
25/05/2017,25/06/2017,0.5851
26/05/2017,26/06/2017,0.5398
27/05/2017,27/06/2017,0.5554
28/05/2017,28/06/2017,0.5814
01/06/2017,01/07/2017,0.5539
02/06/2017,02/07/2017,0.5169
03/06/2017,03/07/2017,0.5032
04/06/2017,04/07/2017,0.5276
05/06/2017,05/07/2017,0.574
06/06/2017,06/07/2017,0.5803
07/06/2017,07/07/2017,0.5363
08/06/2017,08/07/2017,0.5838
09/06/2017,09/07/2017,0.5205
10/06/2017,10/07/2017,0.5
11/06/2017,11/07/2017,0.5197
12/06/2017,12/07/2017,0.5424
13/06/2017,13/07/2017,0.5658
14/06/2017,14/07/2017,0.5702
15/06/2017,15/07/2017,0.5485
16/06/2017,16/07/2017,0.5369
17/06/2017,17/07/2017,0.5172
18/06/2017,18/07/2017,0.5511
19/06/2017,19/07/2017,0.5899
20/06/2017,20/07/2017,0.5603
21/06/2017,21/07/2017,0.5705
22/06/2017,22/07/2017,0.5908
23/06/2017,23/07/2017,0.5519
24/06/2017,24/07/2017,0.5274
25/06/2017,25/07/2017,0.552
26/06/2017,26/07/2017,0.5865
27/06/2017,27/07/2017,0.5584
28/06/2017,28/07/2017,0.5857
01/07/2017,01/08/2017,0.5626
02/07/2017,02/08/2017,0.5889
03/07/2017,03/08/2017,0.628
04/07/2017,04/08/2017,0.6059
05/07/2017,05/08/2017,0.5896
06/07/2017,06/08/2017,0.5501
07/07/2017,07/08/2017,0.5594
08/07/2017,08/08/2017,0.5417
09/07/2017,09/08/2017,0.5653
10/07/2017,10/08/2017,0.5684
11/07/2017,11/08/2017,0.552
12/07/2017,12/08/2017,0.5817
13/07/2017,13/08/2017,0.5559
14/07/2017,14/08/2017,0.5433
15/07/2017,15/08/2017,0.5271
16/07/2017,16/08/2017,0.5499
17/07/2017,17/08/2017,0.565
18/07/2017,18/08/2017,0.5884
19/07/2017,19/08/2017,0.5717
20/07/2017,20/08/2017,0.5504
21/07/2017,21/08/2017,0.5195
22/07/2017,22/08/2017,0.512
23/07/2017,23/08/2017,0.5337
24/07/2017,24/08/2017,0.5461
25/07/2017,25/08/2017,0.5708
26/07/2017,26/08/2017,0.5808
27/07/2017,27/08/2017,0.521
28/07/2017,28/08/2017,0.5316
01/08/2017,01/09/2017,0.5512
02/08/2017,02/09/2017,0.5321
03/08/2017,03/09/2017,0.5426
04/08/2017,04/09/2017,0.5181
05/08/2017,05/09/2017,0.5
06/08/2017,06/09/2017,0.5194
07/08/2017,07/09/2017,0.5178
08/08/2017,08/09/2017,0.5084
09/08/2017,09/09/2017,0.5089
10/08/2017,10/09/2017,0.5
11/08/2017,11/09/2017,0.5
12/08/2017,12/09/2017,0.5
13/08/2017,13/09/2017,0.5
14/08/2017,14/09/2017,0.5166
15/08/2017,15/09/2017,0.5186
16/08/2017,16/09/2017,0.5126
17/08/2017,17/09/2017,0.5
18/08/2017,18/09/2017,0.5
19/08/2017,19/09/2017,0.5
20/08/2017,20/09/2017,0.5
21/08/2017,21/09/2017,0.5123
22/08/2017,22/09/2017,0.5192
23/08/2017,23/09/2017,0.5
24/08/2017,24/09/2017,0.5
25/08/2017,25/09/2017,0.5
26/08/2017,26/09/2017,0.5
27/08/2017,27/09/2017,0.5
28/08/2017,28/09/2017,0.504
01/09/2017,01/10/2017,0.5
02/09/2017,02/10/2017,0.5
03/09/2017,03/10/2017,0.5
04/09/2017,04/10/2017,0.5
05/09/2017,05/10/2017,0.5
06/09/2017,06/10/2017,0.5
07/09/2017,07/10/2017,0.5
08/09/2017,08/10/2017,0.469
09/09/2017,09/10/2017,0.469
10/09/2017,10/10/2017,0.469
11/09/2017,11/10/2017,0.469
12/09/2017,12/10/2017,0.469
13/09/2017,13/10/2017,0.469
14/09/2017,14/10/2017,0.469
15/09/2017,15/10/2017,0.469
16/09/2017,16/10/2017,0.469
17/09/2017,17/10/2017,0.469
18/09/2017,18/10/2017,0.469
19/09/2017,19/10/2017,0.469
20/09/2017,20/10/2017,0.469
21/09/2017,21/10/2017,0.469
22/09/2017,22/10/2017,0.469
23/09/2017,23/10/2017,0.469
24/09/2017,24/10/2017,0.469
25/09/2017,25/10/2017,0.469
26/09/2017,26/10/2017,0.469
27/09/2017,27/10/2017,0.469
28/09/2017,28/10/2017,0.469
01/10/2017,01/11/2017,0.469
02/10/2017,02/11/2017,0.47
03/10/2017,03/11/2017,0.469
04/10/2017,04/11/2017,0.469
05/10/2017,05/11/2017,0.469
06/10/2017,06/11/2017,0.469
07/10/2017,07/11/2017,0.469
08/10/2017,08/11/2017,0.469
09/10/2017,09/11/2017,0.469
10/10/2017,10/11/2017,0.469
11/10/2017,11/11/2017,0.469
12/10/2017,12/11/2017,0.469
13/10/2017,13/11/2017,0.469
14/10/2017,14/11/2017,0.469
15/10/2017,15/11/2017,0.469
16/10/2017,16/11/2017,0.469
17/10/2017,17/11/2017,0.469
18/10/2017,18/11/2017,0.469
19/10/2017,19/11/2017,0.469
20/10/2017,20/11/2017,0.469
21/10/2017,21/11/2017,0.469
22/10/2017,22/11/2017,0.469
23/10/2017,23/11/2017,0.469
24/10/2017,24/11/2017,0.469
25/10/2017,25/11/2017,0.469
26/10/2017,26/11/2017,0.4273
27/10/2017,27/11/2017,0.4273
28/10/2017,28/11/2017,0.4273
01/11/2017,01/12/2017,0.4273
02/11/2017,02/12/2017,0.4273
03/11/2017,03/12/2017,0.4273
04/11/2017,04/12/2017,0.4273
05/11/2017,05/12/2017,0.4273
06/11/2017,06/12/2017,0.4273
07/11/2017,07/12/2017,0.4273
08/11/2017,08/12/2017,0.4273
09/11/2017,09/12/2017,0.4273
10/11/2017,10/12/2017,0.4273
11/11/2017,11/12/2017,0.4273
12/11/2017,12/12/2017,0.4273
13/11/2017,13/12/2017,0.4273
14/11/2017,14/12/2017,0.4273
15/11/2017,15/12/2017,0.4273
16/11/2017,16/12/2017,0.4273
17/11/2017,17/12/2017,0.4273
18/11/2017,18/12/2017,0.4273
19/11/2017,19/12/2017,0.4273
20/11/2017,20/12/2017,0.4273
21/11/2017,21/12/2017,0.4273
22/11/2017,22/12/2017,0.4273
23/11/2017,23/12/2017,0.4273
24/11/2017,24/12/2017,0.4273
25/11/2017,25/12/2017,0.4273
26/11/2017,26/12/2017,0.4273
27/11/2017,27/12/2017,0.4273
28/11/2017,28/12/2017,0.4273
01/12/2017,01/01/2018,0.4273
02/12/2017,02/01/2018,0.4273
03/12/2017,03/01/2018,0.4273
04/12/2017,04/01/2018,0.4273
05/12/2017,05/01/2018,0.4273
06/12/2017,06/01/2018,0.4273
07/12/2017,07/01/2018,0.3994
08/12/2017,08/01/2018,0.3994
09/12/2017,09/01/2018,0.3994
10/12/2017,10/01/2018,0.3994
11/12/2017,11/01/2018,0.3994
12/12/2017,12/01/2018,0.3994
13/12/2017,13/01/2018,0.3994
14/12/2017,14/01/2018,0.3994
15/12/2017,15/01/2018,0.3994
16/12/2017,16/01/2018,0.3994
17/12/2017,17/01/2018,0.3994
18/12/2017,18/01/2018,0.3994
19/12/2017,19/01/2018,0.3994
20/12/2017,20/01/2018,0.3994
21/12/2017,21/01/2018,0.3994
22/12/2017,22/01/2018,0.3994
23/12/2017,23/01/2018,0.3994
24/12/2017,24/01/2018,0.3994
25/12/2017,25/01/2018,0.3994
26/12/2017,26/01/2018,0.3994
27/12/2017,27/01/2018,0.3994
28/12/2017,28/01/2018,0.3994
01/01/2018,01/02/2018,0.3994
02/01/2018,02/02/2018,0.3994
03/01/2018,03/02/2018,0.3994
04/01/2018,04/02/2018,0.3994
05/01/2018,05/02/2018,0.3994
06/01/2018,06/02/2018,0.3994
07/01/2018,07/02/2018,0.3994
08/01/2018,08/02/2018,0.3994
09/01/2018,09/02/2018,0.3994
10/01/2018,10/02/2018,0.3994
11/01/2018,11/02/2018,0.3994
12/01/2018,12/02/2018,0.3994
13/01/2018,13/02/2018,0.3994
14/01/2018,14/02/2018,0.3994
15/01/2018,15/02/2018,0.3994
16/01/2018,16/02/2018,0.3994
17/01/2018,17/02/2018,0.3994
18/01/2018,18/02/2018,0.3994
19/01/2018,19/02/2018,0.3994
20/01/2018,20/02/2018,0.3994
21/01/2018,21/02/2018,0.3994
22/01/2018,22/02/2018,0.3994
23/01/2018,23/02/2018,0.3994
24/01/2018,24/02/2018,0.3994
25/01/2018,25/02/2018,0.3994
26/01/2018,26/02/2018,0.3994
27/01/2018,27/02/2018,0.3994
28/01/2018,28/02/2018,0.3994
01/02/2018,01/03/2018,0.3994
02/02/2018,02/03/2018,0.3994
03/02/2018,03/03/2018,0.3994
04/02/2018,04/03/2018,0.3994
05/02/2018,05/03/2018,0.3994
06/02/2018,06/03/2018,0.3994
07/02/2018,07/03/2018,0.3994
08/02/2018,08/03/2018,0.3855
09/02/2018,09/03/2018,0.3855
10/02/2018,10/03/2018,0.3855
11/02/2018,11/03/2018,0.3855
12/02/2018,12/03/2018,0.3855
13/02/2018,13/03/2018,0.3855
14/02/2018,14/03/2018,0.3855
15/02/2018,15/03/2018,0.3855
16/02/2018,16/03/2018,0.3855
17/02/2018,17/03/2018,0.3855
18/02/2018,18/03/2018,0.3855
19/02/2018,19/03/2018,0.3855
20/02/2018,20/03/2018,0.3855
21/02/2018,21/03/2018,0.3855
22/02/2018,22/03/2018,0.3855
23/02/2018,23/03/2018,0.3855
24/02/2018,24/03/2018,0.3855
25/02/2018,25/03/2018,0.3855
26/02/2018,26/03/2018,0.3855
27/02/2018,27/03/2018,0.3855
28/02/2018,28/03/2018,0.3855
01/03/2018,01/04/2018,0.3855
02/03/2018,02/04/2018,0.3855
03/03/2018,03/04/2018,0.3855
04/03/2018,04/04/2018,0.3855
05/03/2018,05/04/2018,0.3855
06/03/2018,06/04/2018,0.3855
07/03/2018,07/04/2018,0.3855
08/03/2018,08/04/2018,0.3855
09/03/2018,09/04/2018,0.3855
10/03/2018,10/04/2018,0.3855
11/03/2018,11/04/2018,0.3855
12/03/2018,12/04/2018,0.3855
13/03/2018,13/04/2018,0.3855
14/03/2018,14/04/2018,0.3855
15/03/2018,15/04/2018,0.3855
16/03/2018,16/04/2018,0.3855
17/03/2018,17/04/2018,0.3855
18/03/2018,18/04/2018,0.3855
19/03/2018,19/04/2018,0.3855
20/03/2018,20/04/2018,0.3855
21/03/2018,21/04/2018,0.3855
22/03/2018,22/04/2018,0.3715
23/03/2018,23/04/2018,0.3715
24/03/2018,24/04/2018,0.3715
25/03/2018,25/04/2018,0.3715
26/03/2018,26/04/2018,0.3715
27/03/2018,27/04/2018,0.3715
28/03/2018,28/04/2018,0.3715
01/04/2018,01/05/2018,0.3715
02/04/2018,02/05/2018,0.3715
03/04/2018,03/05/2018,0.3715
04/04/2018,04/05/2018,0.3715
05/04/2018,05/05/2018,0.3715
06/04/2018,06/05/2018,0.3715
07/04/2018,07/05/2018,0.3715
08/04/2018,08/05/2018,0.3715
09/04/2018,09/05/2018,0.3715
10/04/2018,10/05/2018,0.3715
11/04/2018,11/05/2018,0.3715
12/04/2018,12/05/2018,0.3715
13/04/2018,13/05/2018,0.3715
14/04/2018,14/05/2018,0.3715
15/04/2018,15/05/2018,0.3715
16/04/2018,16/05/2018,0.3715
17/04/2018,17/05/2018,0.3715
18/04/2018,18/05/2018,0.3715
19/04/2018,19/05/2018,0.3715
20/04/2018,20/05/2018,0.3715
21/04/2018,21/05/2018,0.3715
22/04/2018,22/05/2018,0.3715
23/04/2018,23/05/2018,0.3715
24/04/2018,24/05/2018,0.3715
25/04/2018,25/05/2018,0.3715
26/04/2018,26/05/2018,0.3715
27/04/2018,27/05/2018,0.3715
28/04/2018,28/05/2018,0.3715
01/05/2018,01/06/2018,0.3715
02/05/2018,02/06/2018,0.3715
03/05/2018,03/06/2018,0.3715
04/05/2018,04/06/2018,0.3715
05/05/2018,05/06/2018,0.3715
06/05/2018,06/06/2018,0.3715
07/05/2018,07/06/2018,0.3715
08/05/2018,08/06/2018,0.3715
09/05/2018,09/06/2018,0.3715
10/05/2018,10/06/2018,0.3715
11/05/2018,11/06/2018,0.3715
12/05/2018,12/06/2018,0.3715
13/05/2018,13/06/2018,0.3715
14/05/2018,14/06/2018,0.3715
15/05/2018,15/06/2018,0.3715
16/05/2018,16/06/2018,0.3715
17/05/2018,17/06/2018,0.3715
