x;y
nan;1.1
1995.0;1.35
nan;1.25
2000.0;1.75
nan;1.5
2010.0;3.0
nan;2.5
2014.0;2.3
nan;2.5
2018.0;2.75
nan;2.75
2022.0;3.14
nan;2.75
