x;y
NOV/20;328.9
DEZ/20;369.7
JAN/21;307.7
FEV/21;239.9
MAR/21;312.8
ABR/21;300.9
MAI/21;333.6
JUN/21;448.7
JUL/21;452.0
AGO/21;447.0
SET/21;473.7
OUT/21;530.9
NOV/21;618.5
