x;y
AGO/21;388267
SET/21;329682
OUT/21;251104
NOV/21;311827
DEZ/21;-290249
JAN/22;158281
FEV/22;341673
MAR/22;94357
ABR/22;200985
MAI/22;277125
JUN/22;280893
JUL/22;221345
AGO/22;278639
