x;y
DEZ/21;2.5
JAN/22;-1.7
FEV/22;0.6
MAR/22;0.6
ABR/22;0.1
MAI/22;0.3
JUN/22;-0.4
JUL/22;0.5
AGO/22;-0.6
SET/22;-0.7
OUT/22;0.3
NOV/22;-0.1
DEZ/22;0.0
