x;y
ABR/21;-4.708495557552162
MAI/21;1.0141063449742527
JUN/21;-13.117406387579534
JUL/21;-2.023909708917493
AGO/21;0.7151733716708408
SET/21;5.296679368535662
OUT/21;2.802047252235962
NOV/21;14.949850529433139
DEZ/21;2.530138051720776
JAN/22;-31.057484887993358
FEV/22;14.109767083628455
MAR/22;11.360472474161565
ABR/22;0.3587934150855565
