x;y
JUN/21;11459
JUL/21;11438
AGO/21;11230
SET/21;11168
OUT/21;11152
NOV/21;11275
DEZ/21;11375
JAN/22;11362
FEV/22;11343
MAR/22;11262
ABR/22;11483
MAI/22;11616
JUN/22;11865
