x;y
1T/20;1873398
2T/20;1757517
3T/20;1929703
4T/20;2048979
1T/21;2152622
2T/21;2182049
3T/21;2254492
4T/21;2309564
1T/22;2315709
2T/22;2471837
3T/22;2543645
4T/22;2584126
1T/23;2556531
