x;y
JUL/21;8.59
AGO/21;9.3
SET/21;10.05
OUT/21;10.34
NOV/21;10.73
DEZ/21;10.42
JAN/22;10.2
FEV/22;10.76
MAR/22;10.79
ABR/22;12.03
MAI/22;12.2
JUN/22;12.04
JUL/22;11.39
