x;y
MAI/21;0.8017105154762838
JUN/21;0.929066290235725
JUL/21;0.4810523526293853
AGO/21;0.206591136361145
SET/21;0.2715970859058281
OUT/21;0.8308118552003085
NOV/21;0.4913427504347645
DEZ/21;0.3072517161483601
JAN/22;0.8414573783545265
FEV/22;0.9133979256476854
MAR/22;1.3351379548562692
ABR/22;0.5582531025655202
MAI/22;1.1023523999598828
