x;y
ABR/22;2.08
MAI/22;1.81
JUN/22;1.01
JUL/22;1.13
AGO/22;-3.04
SET/22;-1.89
OUT/22;-0.86
NOV/22;-0.52
DEZ/22;-1.26
JAN/23;0.29
FEV/23;-0.29
MAR/23;-0.65
ABR/23;-0.35
