x;y
JUN/21;32098
JUL/21;32552
AGO/21;32894
SET/21;33508
OUT/21;33876
NOV/21;34224
DEZ/21;34495
JAN/22;34556
FEV/22;34596
MAR/22;34875
ABR/22;35247
MAI/22;35576
JUN/22;35782
