x;y
FEV/22;0.0335
FEV/22;0.0335
FEV/22;0.0348
FEV/22;0.0331
FEV/22;0.035
FEV/22;0.0336
FEV/22;0.0344
FEV/22;0.0376
FEV/22;0.0371
FEV/22;0.036
MAR/22;0.031
MAR/22;0.0328
MAR/22;0.0331
