x;y
;2.400102000000004
Europa;-0.7856000000000085
;3.3814047999999985
América<br>Central;0.0533000000000116
;4.655751800000019
Países<br>Desenvolvidos;0.4660000000000108
;4.986970000000013
África<br>(Continente);3.418399999999999
;7.451717599999985
Mundo;2.6170999999999944
;7.645337899999993
Países<br>Emergentes;4.165600000000014
;9.478045600000009
