x;y
MAI/22;0.45
JUN/22;0.62
JUL/22;-0.6
AGO/22;-0.31
SET/22;-0.32
OUT/22;0.47
NOV/22;0.38
DEZ/22;0.69
JAN/23;0.46
FEV/23;0.77
MAR/23;0.64
ABR/23;0.53
MAI/23;0.36
