x;y
ABR/22;11349
MAI/22;10631
JUN/22;10080
JUL/22;9882
AGO/22;9694
SET/22;9460
OUT/22;9022
NOV/22;8741
DEZ/22;8572
JAN/23;8995
FEV/23;9224
MAR/23;9432
ABR/23;9095
