index,Date,Open,High,Low,Close,Volume
1,2009-12-02,1021.2199707031,1027.3900146484,1020.8400268555,1020.8900146484,19916
2,2009-12-03,1020.8900146484,1020.8900146484,1009.9600219727,1010.8200073242,7684
3,2009-12-06,1010.8200073242,1011.6799926758,1007.6900024414,1010.5900268555,13052
4,2009-12-07,1010.5900268555,1010.5900268555,1001.6400146484,1003.5800170898,10580
5,2009-12-08,1003.5800170898,1006.0100097656,999.34002685547,1000.0399780273,17088
6,2009-12-09,1000.0399780273,1000.0399780273,988.61999511719,988.63000488281,14445
7,2009-12-10,988.63000488281,988.63000488281,981.66998291016,982.08001708984,27966
8,2009-12-13,981.91998291016,984.83001708984,980.97998046875,981.70001220703,86798
9,2009-12-14,981.70001220703,986.57000732422,980.10998535156,980.76000976562,12965
10,2009-12-15,980.76000976562,981.80999755859,973.86999511719,973.88000488281,12683
11,2009-12-16,973.88000488281,973.88000488281,965.44000244141,971.45001220703,21252
12,2009-12-17,971.45001220703,980.34997558594,971.45001220703,979.92999267578,42277
13,2009-12-20,980.34997558594,982.40002441406,976.55999755859,976.55999755859,14544
14,2009-12-21,976.55999755859,977.52001953125,973.36999511719,977.52001953125,54165
15,2009-12-22,977.52001953125,988.76000976562,977.40002441406,986.63000488281,60281
16,2009-12-27,986.63000488281,987.09997558594,978.35998535156,978.35998535156,0
17,2009-12-28,978.35998535156,978.35998535156,972.55999755859,975.27001953125,63405
18,2009-12-29,975.27001953125,983.78002929688,974.14001464844,982.66998291016,14570
19,2010-01-03,982.66998291016,999.65002441406,982.66998291016,999.65002441406,7376
20,2010-01-04,999.65002441406,1020.950012207,999.65002441406,1020.6199951172,21582
21,2010-01-05,1020.6199951172,1027.8399658203,1016.3400268555,1016.3599853516,32826
22,2010-01-06,1016.3599853516,1020.7899780273,1012.0,1012.0,24798
23,2010-01-07,1012.0,1012.0,1004.7800292969,1010.8099975586,28963
24,2010-01-10,1010.8099975586,1014.2299804688,1000.6400146484,1014.2299804688,15968
25,2010-01-11,1014.2299804688,1016.1900024414,1011.5999755859,1011.6099853516,10184
26,2010-01-12,1011.6099853516,1012.9899902344,1006.0399780273,1012.7100219727,42682
27,2010-01-13,1012.7100219727,1012.7100219727,1006.6799926758,1006.7700195312,14592
28,2010-01-14,1006.7700195312,1008.3099975586,1003.6400146484,1007.3599853516,13127
29,2010-01-17,1007.3599853516,1008.3699951172,1004.6099853516,1004.6099853516,14510
30,2010-01-18,1004.6099853516,1005.5200195312,1004.2899780273,1004.5100097656,44909
31,2010-01-19,1004.5100097656,1006.9000244141,1000.4099731445,1006.799987793,28607
32,2010-01-20,1006.799987793,1008.0700073242,1001.4400024414,1003.1199951172,42324
33,2010-01-21,1003.1199951172,1007.6300048828,1000.950012207,1007.4099731445,20371
34,2010-01-24,1007.4099731445,1010.1599731445,1007.4099731445,1009.2700195312,22106
35,2010-01-25,1009.2700195312,1011.9299926758,1006.75,1007.5100097656,18493
36,2010-01-26,1007.5100097656,1007.5100097656,1000.7299804688,1005.4600219727,9373
37,2010-01-27,1005.4600219727,1006.3499755859,1000.8800048828,1001.9000244141,30400
38,2010-01-28,1001.9000244141,1001.9000244141,999.53997802734,999.76000976562,13676
39,2010-01-31,999.76000976562,999.76000976562,994.09002685547,996.29998779297,4280
40,2010-02-01,996.29998779297,996.29998779297,980.45001220703,987.46002197266,22147
41,2010-02-02,987.46002197266,989.94000244141,983.95001220703,989.94000244141,9397
42,2010-02-03,989.94000244141,994.73999023438,989.94000244141,993.64001464844,36343
43,2010-02-04,993.64001464844,993.64001464844,986.89001464844,988.10998535156,13036
44,2010-02-08,988.10998535156,990.92999267578,987.32000732422,988.67999267578,21711
45,2010-02-09,988.67999267578,993.29998779297,986.65002441406,993.29998779297,18078
46,2010-02-10,993.29998779297,997.58001708984,989.14001464844,996.79998779297,10338
47,2010-02-11,996.79998779297,1000.9199829102,995.0,1000.8200073242,12288
48,2010-02-14,1000.8200073242,1000.8200073242,994.40997314453,996.01000976562,7382
49,2010-02-15,996.01000976562,999.16998291016,995.72998046875,998.28997802734,5055
50,2010-02-16,998.28997802734,999.03002929688,990.39001464844,990.39001464844,23183
51,2010-02-17,990.39001464844,990.39001464844,982.78002929688,982.82000732422,15400
52,2010-02-18,982.82000732422,984.91998291016,981.01000976562,981.01000976562,17970
53,2010-02-21,981.01000976562,984.65002441406,978.23999023438,978.23999023438,13928
54,2010-02-22,978.23999023438,978.23999023438,971.0,974.14001464844,17274
55,2010-02-23,974.14001464844,978.59002685547,968.09002685547,978.44000244141,23965
56,2010-02-24,978.44000244141,978.44000244141,972.83001708984,972.98999023438,6776
57,2010-02-25,972.98999023438,972.98999023438,960.01000976562,960.01000976562,15699
58,2010-02-28,960.01000976562,966.05999755859,955.89001464844,956.44000244141,8434
59,2010-03-01,956.44000244141,956.44000244141,944.86999511719,947.38000488281,13583
