index,Date,Open,High,Low,Close,volume
1,2009-12-02,12.718999862671,12.724499702454,12.555500030518,12.612500190735,0
2,2009-12-03,12.641200065613,12.704500198364,12.488200187683,12.638699531555,0
3,2009-12-06,12.628499984741,12.736800193787,12.582699775696,12.688799858093,0
4,2009-12-07,12.671500205994,12.987999916077,12.648500442505,12.922100067139,0
5,2009-12-08,12.919699668884,13.024499893188,12.845899581909,12.906499862671,0
6,2009-12-09,12.903300285339,13.012399673462,12.857000350952,12.933500289917,0
7,2009-12-10,12.946499824524,12.953900337219,12.824999809265,12.874500274658,0
8,2009-12-13,12.831999778748,12.935299873352,12.729000091553,12.743200302124,0
9,2009-12-14,12.736499786377,12.824999809265,12.64910030365,12.694999694824,0
10,2009-12-15,12.696000099182,12.747500419617,12.654500007629,12.696499824524,0
11,2009-12-16,12.714500427246,12.996700286865,12.696499824524,12.856200218201,0
12,2009-12-17,12.855500221252,12.954199790955,12.811800003052,12.825799942017,0
13,2009-12-20,12.831000328064,12.964400291443,12.782600402832,12.944499969482,0
14,2009-12-21,12.926500320435,12.974599838257,12.871000289917,12.899000167847,0
15,2009-12-22,12.88990020752,12.932800292969,12.842499732971,12.901300430298,0
16,2009-12-23,12.914999961853,12.925000190735,12.859499931335,12.887000083923,0
17,2009-12-24,12.91100025177,12.91100025177,12.883999824524,12.892999649048,0
18,2009-12-27,12.85089969635,13.092599868774,12.815600395203,13.015000343323,0
19,2009-12-28,13.048000335693,13.097999572754,12.952199935913,13.002499580383,0
20,2009-12-29,12.992500305176,13.101499557495,12.990300178528,13.092000007629,0
21,2009-12-30,13.065299987793,13.144700050354,13.039500236511,13.063599586487,0
22,2009-12-31,13.107500076294,13.126299858093,13.095700263977,13.095700263977,0
23,2010-01-03,13.069999694824,13.071000099182,12.863800048828,12.879500389099,0
24,2010-01-04,12.882100105286,12.893300056458,12.769000053406,12.816900253296,0
25,2010-01-05,12.809000015259,12.847499847412,12.71549987793,12.736300468445,0
26,2010-01-06,12.729499816895,12.799500465393,12.712400436401,12.794799804688,0
27,2010-01-07,12.789199829102,12.809300422668,12.676199913025,12.700699806213,0
28,2010-01-10,12.654100418091,12.78750038147,12.566900253296,12.732999801636,0
29,2010-01-11,12.735699653625,12.819299697876,12.688899993896,12.795299530029,0
30,2010-01-12,12.807499885559,12.823499679565,12.696000099182,12.708000183105,0
31,2010-01-13,12.711500167847,12.779299736023,12.661299705505,12.664999961853,0
32,2010-01-14,12.665100097656,12.738499641418,12.65299987793,12.702799797058,0
33,2010-01-17,12.677499771118,12.732000350952,12.640199661255,12.655300140381,0
34,2010-01-18,12.655099868774,12.744000434875,12.616200447083,12.640000343323,0
35,2010-01-19,12.641400337219,12.785799980164,12.630299568176,12.749199867249,0
36,2010-01-20,12.763699531555,12.969200134277,12.68480014801,12.942399978638,0
37,2010-01-21,12.95240020752,13.015800476074,12.90149974823,12.991299629211,0
38,2010-01-24,12.942899703979,12.954000473022,12.844699859619,12.868200302124,0
39,2010-01-25,12.86190032959,12.978699684143,12.799900054932,12.868200302124,0
40,2010-01-26,12.875,13.013999938965,12.814200401306,12.968000411987,0
41,2010-01-27,12.962200164795,13.086000442505,12.883899688721,13.074299812317,0
42,2010-01-28,13.063300132751,13.104999542236,12.942000389099,13.098999977112,0
43,2010-01-31,13.072999954224,13.095700263977,12.868499755859,12.880700111389,0
44,2010-02-01,12.896499633789,12.93869972229,12.836500167847,12.874899864197,0
45,2010-02-02,12.867600440979,12.978400230408,12.819399833679,12.953000068665,0
46,2010-02-03,12.956299781799,13.137999534607,12.933699607849,13.133700370789,0
47,2010-02-04,13.163900375366,13.252900123596,13.09850025177,13.144499778748,0
48,2010-02-07,13.162599563599,13.247099876404,13.108699798584,13.211899757385,0
49,2010-02-08,13.206500053406,13.232500076294,13.020999908447,13.038000106812,0
50,2010-02-09,13.012999534607,13.130800247192,12.966199874878,13.130000114441,0
51,2010-02-10,13.137100219727,13.137499809265,12.930600166321,12.945199966431,0
52,2010-02-11,12.9390001297,13.059900283813,12.916799545288,12.93630027771,0
53,2010-02-14,12.920000076294,12.980600357056,12.907999992371,12.931500434875,0
54,2010-02-15,12.928000450134,12.941300392151,12.826199531555,12.838800430298,0
55,2010-02-16,12.840000152588,12.912300109863,12.802800178528,12.881799697876,0
56,2010-02-17,12.88420009613,12.904999732971,12.805600166321,12.818499565125,0
57,2010-02-18,12.858799934387,12.929699897766,12.784799575806,12.806200027466,0
